,player_name,player_id,season,season_type,team,poss,mp,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact,lg,salary,normalized salary
0,Alaa Abdelnaby,abdelal01,1991,PO,POR,26,13,-6.565556058,-1.999625336,-8.565181395,-0.03902819,0.0,-0.03902819,-6.966436741,-4.170021165,-11.13645791,-1.78524722,NBA,395000.0,0.03327436610226603
1,Alaa Abdelnaby,abdelal01,1991,RS,POR,614,290,-3.827204016,-0.447001044,-4.27420506,-0.226162818,-0.226162818,0.0,-3.776125431,-1.592066651,-5.368192082,0.283274316,NBA,395000.0,0.03327436610226603
2,Alaa Abdelnaby,abdelal01,1992,PO,POR,50,25,-5.430838413,-3.112861867,-8.54370028,-0.077214596,0.0,-0.077214596,-5.722269438,-4.144577382,-9.86684682,1.216643064,NBA,494000.0,0.03952
3,Alaa Abdelnaby,abdelal01,1992,RS,POR,1948,934,-2.480004574,-0.123124784,-2.603129358,0.070321631,0.070321631,0.0,-2.416857942,-0.634024652,-3.050882594,0.466668067,NBA,494000.0,0.03952
4,Alaa Abdelnaby,abdelal01,1993,PO,BOS,128,68,-9.774332869,-3.59649861,-13.37083148,-0.381917602,0.0,-0.381917602,-9.480058987,-4.481334106,-13.96139309,0.456135059,NBA,500000.0,0.03571428571428571
5,Alaa Abdelnaby,abdelal01,1993,RS,BOS,2304,1152,-1.845659432,-2.038480429,-3.884139861,-0.66961908,-0.66961908,0.0,-1.804417225,-1.907295355,-3.711712581,0.444865173,NBA,500000.0,0.03571428571428571
8,Alaa Abdelnaby,abdelal01,1995,RS,SAC,926,476,-2.870679643,-0.987076095,-3.857755738,-0.273787242,-0.273787242,0.0,-2.839131679,-0.608234313,-3.447365991,1.665034371,NBA,650000.0,0.04071661237785016
9,Kareem Abdul-Jabbar,abdulka01,1985,PO,LAL,1388,610,2.770237606,2.643967513,5.41420512,2.612299812,0.0,2.612299812,3.523669958,2.228461898,5.752131856,-0.330493745,NBA,1530000.0,0.425
10,Kareem Abdul-Jabbar,abdulka01,1985,RS,LAL,5719,2630,2.454327773,1.652245021,4.106572794,9.165312465,9.165312465,0.0,2.88186206,1.384435629,4.266297688,-0.393306974,NBA,1530000.0,0.425
11,Kareem Abdul-Jabbar,abdulka01,1986,PO,LAL,1029,489,0.942025887,2.356984776,3.299010663,1.556522231,0.0,1.556522231,1.586399953,1.951166568,3.537566521,0.002601893,NBA,2030000.0,0.4795653201039452
12,Kareem Abdul-Jabbar,abdulka01,1986,RS,LAL,5690,2629,2.410467088,1.386890171,3.797357259,8.755724126,8.755724126,0.0,2.924874589,1.144889804,4.069764393,-0.310083387,NBA,2030000.0,0.4795653201039452
15,Kareem Abdul-Jabbar,abdulka01,1988,PO,LAL,1400,718,-2.379287278,0.16945952,-2.209827758,0.204094933,0.0,0.204094933,-1.684787494,0.064699887,-1.620087608,0.005407902,NBA,2000000.0,0.3244646333549643
16,Kareem Abdul-Jabbar,abdulka01,1988,RS,LAL,4820,2308,-1.734285116,0.476990009,-1.257295106,1.754247899,1.754247899,0.0,-1.300830737,0.105883816,-1.194946921,-0.199223364,NBA,2000000.0,0.3244646333549643
17,Kareem Abdul-Jabbar,abdulka01,1989,PO,LAL,706,351,-3.770106318,-0.296898459,-4.067004777,-0.243718664,0.0,-0.243718664,-3.275919317,-0.51638639,-3.792305707,0.18630505,NBA,3000000.0,0.41482300884955753
18,Kareem Abdul-Jabbar,abdulka01,1989,RS,LAL,3575,1695,-3.388629736,0.638709215,-2.74992052,6.87e-05,6.87e-05,0.0,-2.827709019,0.321547568,-2.506161451,-0.023807936,NBA,3000000.0,0.41482300884955753
19,Mahmoud Abdul-Rauf,abdulma02,1991,RS,DEN,3606,1505,-2.922757854,-3.04218353,-5.964941384,-2.473735228,-2.473735228,0.0,-2.808590233,-2.762224061,-5.570814295,0.206360699,NBA,1660000.0,0.13983657653104203
20,Mahmoud Abdul-Rauf,abdulma02,1992,RS,DEN,3196,1538,-2.534362787,-2.523590982,-5.057953769,-1.814584645,-1.814584645,0.0,-2.699999221,-2.64311431,-5.343113531,0.192425414,NBA,2008000.0,0.16064
21,Mahmoud Abdul-Rauf,abdulma02,1993,RS,DEN,5699,2710,0.289814898,-1.088421073,-0.798606175,2.692147156,2.692147156,0.0,0.340752779,-0.72314419,-0.382391412,-0.215319094,NBA,2358000.0,0.16842857142857143
22,Mahmoud Abdul-Rauf,abdulma02,1994,PO,DEN,625,339,-0.380055262,-1.287208378,-1.667263641,0.193327972,0.0,0.193327972,-0.33375513,-1.084087759,-1.41784289,0.087096323,NBA,1825000.0,0.12026359143327842
23,Mahmoud Abdul-Rauf,abdulma02,1994,RS,DEN,5300,2617,1.202094012,-0.841220626,0.360873386,4.136852025,4.136852025,0.0,1.023154927,-0.581054117,0.44210081,-0.388458109,NBA,1825000.0,0.12026359143327842
24,Mahmoud Abdul-Rauf,abdulma02,1995,PO,DEN,145,76,-1.084870513,-3.230338587,-4.3152091,-0.063351893,0.0,-0.063351893,-0.782468988,-3.148197534,-3.930666523,1.089961389,NBA,2200000.0,0.13781007266349285
25,Mahmoud Abdul-Rauf,abdulma02,1995,RS,DEN,4014,2082,1.890768321,-0.924171335,0.966596985,3.935211566,3.935211566,0.0,1.961197342,-0.783304762,1.17789258,-0.302365912,NBA,2200000.0,0.13781007266349285
26,Mahmoud Abdul-Rauf,abdulma02,1996,RS,DEN,3942,2029,3.502525763,-0.987506208,2.515019555,5.422872544,5.422872544,0.0,3.555539603,-0.513614179,3.041925423,-0.468129802,NBA,2600000.0,0.11304347826086956
27,Mahmoud Abdul-Rauf,abdulma02,1997,RS,SAC,4086,2131,-0.389777871,-1.726187046,-2.115964917,0.689871014,0.689871014,0.0,-0.296631357,-1.370142593,-1.66677395,0.069513836,NBA,3100000.0,0.12724212945860527
28,Mahmoud Abdul-Rauf,abdulma02,1998,RS,SAC,1029,530,-3.30521956,-1.477924683,-4.783144242,-0.548181158,-0.548181158,0.0,-3.2187273,-1.75299735,-4.971724649,-0.264747194,NBA,3300000.0,0.12267657992565056
29,Mahmoud Abdul-Rauf,abdulma02,2001,RS,MEM,939,486,0.678520867,-2.640497903,-1.961977035,0.195461434,0.195461434,0.0,-0.031734291,-3.090443565,-3.122177856,0.030938043,NBA,798500.0,0.022492957746478873
30,Tariq Abdul-Wahad,abdulta01,1998,RS,SAC,1861,959,-3.704132947,-1.187281304,-4.891414251,-1.048298791,-1.048298791,0.0,-3.771389422,-1.663344623,-5.434734046,0.047412282,NBA,1226880.0,0.0456089219330855
31,Tariq Abdul-Wahad,abdulta01,1999,PO,SAC,185,99,2.149986727,1.521823228,3.671809954,0.331963715,0.0,0.331963715,1.063703821,1.051552048,2.115255869,-0.666990061,NBA,1411000.0,0.04703333333333334
32,Tariq Abdul-Wahad,abdulta01,1999,RS,SAC,2438,1205,-2.025323691,-0.392221804,-2.417545495,0.20445891,0.20445891,0.0,-2.285352827,-0.149491741,-2.434844568,0.030325998,NBA,1411000.0,0.04703333333333334
35,Tariq Abdul-Wahad,abdulta01,2001,RS,DEN,820,420,-5.303661332,-0.963653309,-6.267314641,-0.758929606,-0.758929606,0.0,-5.359759732,-1.405260424,-6.765020156,0.640189941,NBA,4500000.0,0.1267605633802817
37,Tariq Abdul-Wahad,abdulta01,2002,RS,DEN,794,417,-2.142347088,-0.576434326,-2.718781414,0.006664197,0.006664197,0.0,-2.355426819,-0.22101696,-2.576443779,0.308668146,NBA,5062500.0,0.11911764705882352
38,Shareef Abdur-Rahim,abdursh01,1997,RS,MEM,5220,2802,-2.332535189,-1.382817187,-3.715352376,-1.372235,-1.372235,0.0,-2.192803199,-1.333474657,-3.526277856,-0.516677603,NBA,2186000.0,0.08972622419242293
39,Shareef Abdur-Rahim,abdursh01,1998,RS,MEM,5725,2950,1.541272935,-1.15126518,0.390007756,4.695972401,4.695972401,0.0,1.451550502,-1.085284737,0.366265765,-0.580334182,NBA,2513760.0,0.09344832713754647
40,Shareef Abdur-Rahim,abdursh01,1999,RS,MEM,3790,2021,0.511295785,-0.700346394,-0.189050608,2.626029059,2.626029059,0.0,0.414624058,-0.573608592,-0.158984534,-0.497668351,NBA,2842000.0,0.09473333333333334
42,Shareef Abdur-Rahim,abdursh01,2001,RS,MEM,6263,3241,0.528007645,-0.524749064,0.003258581,4.533112155,4.533112155,0.0,0.317933607,-0.185122874,0.132810733,-0.396754491,NBA,10130000.0,0.2853521126760563
43,Shareef Abdur-Rahim,abdursh01,2002,RS,ATL,5771,2980,-0.477622095,0.49452853,0.016906435,4.190998515,4.190998515,0.0,-0.160723943,0.568160314,0.407436372,-0.344606949,NBA,11250000.0,0.2647058823529412
44,Shareef Abdur-Rahim,abdursh01,2003,RS,ATL,5920,3087,1.510805464,-1.490183302,0.020622162,4.345879058,4.345879058,0.0,1.435515364,-0.984146149,0.451369215,-0.375951956,NBA,12375000.0,0.30729308931985794
45,Shareef Abdur-Rahim,abdursh01,2004,RS,ATL,3743,1956,1.349085014,-0.094819217,1.254265796,3.974365516,3.974365516,0.0,1.165882544,-0.143215584,1.022666959,-0.495068465,NBA,13500000.0,0.3079379562043796
47,Shareef Abdur-Rahim,abdursh01,2005,RS,POR,3533,1867,0.690568161,-1.467867059,-0.777298898,1.868920154,1.868920154,0.0,0.573303539,-0.997154228,-0.423850689,-0.497773771,NBA,14625000.0,0.33337132436744926
48,Shareef Abdur-Rahim,abdursh01,2006,PO,SAC,239,129,-1.322346759,-4.360018244,-5.682365003,-0.203141042,0.0,-0.203141042,-1.197452388,-3.921371334,-5.118823722,1.856888437,NBA,5000000.0,0.10101010101010101
49,Shareef Abdur-Rahim,abdursh01,2006,RS,SAC,3798,1961,0.891312175,-0.002732521,0.888579654,3.638852052,3.638852052,0.0,0.572478157,0.012341462,0.584819619,-0.039137287,NBA,5000000.0,0.10101010101010101
50,Shareef Abdur-Rahim,abdursh01,2007,RS,SAC,4025,2015,-2.983411231,-1.119638688,-4.103049919,-1.392883625,-1.392883625,0.0,-2.748346923,-0.871193104,-3.619540027,0.125522108,NBA,5400000.0,0.1016279288604498
51,Alex Abrines,abrinal01,2017,PO,OKC,172,80,-0.892616979,-6.561258279,-7.453875258,-0.198700444,0.0,-0.198700444,-3.298178326,-6.535113438,-9.833291765,0.334678203,NBA,5994764.0,0.06367721445035744
52,Alex Abrines,abrinal01,2017,RS,OKC,2215,1055,0.654933004,-0.724233435,-0.06930043,1.447708122,1.447708122,0.0,0.339200528,-0.611865971,-0.272665443,0.325770826,NBA,5994764.0,0.06367721445035744
53,Alex Abrines,abrinal01,2018,PO,OKC,233,110,1.875157326,0.740292337,2.615449663,0.311392309,0.0,0.311392309,2.877519372,-0.520953564,2.356565808,0.260479313,NBA,5725000.0,0.057774010273177724
54,Alex Abrines,abrinal01,2018,RS,OKC,2313,1134,-0.211817699,-1.728583596,-1.940401295,0.465912151,0.465912151,0.0,-0.482078471,-1.172227439,-1.65430591,-0.528329896,NBA,5725000.0,0.057774010273177724
55,Alex Abrines,abrinal01,2019,RS,OKC,1279,588,-4.040156587,1.885618356,-2.154538232,0.17816732,0.17816732,0.0,-4.577677599,1.543281733,-3.034395865,-0.268013102,NBA,3575183.0,0.03509588785597188
56,Precious Achiuwa,achiupr01,2021,PO,MIA,24,12,-19.52421578888442,16.88536478602382,-2.638851002860601,0.0007213382661022,0.0,0.0007213382661022,-14.2398128917133,7.007385954837463,-7.232426936875842,2.725035504195108,NBA,2582160.0,0.02365915338097856
57,Precious Achiuwa,achiupr01,2021,RS,MIA,1557,737,-4.11365954381496,0.7092635608766185,-3.404395982938342,-0.2467763890141763,-0.2467763890141763,0.0,-3.657063762175829,0.3741334787152359,-3.282930283460593,0.2922265755063235,NBA,2582160.0,0.02365915338097856
58,Mark Acres,acresma01,1988,PO,BOS,307,158,-3.698390014,-1.094509664,-4.792899678,-0.172366937,0.0,-0.172366937,-4.057288816,-0.918484679,-4.975773495,1.413052457,NBA,75000.0,0.012167423750811162
59,Mark Acres,acresma01,1988,RS,BOS,2375,1151,-3.188921179,-0.07524453,-3.264165708,-0.303995847,-0.303995847,0.0,-2.994366431,0.115640557,-2.878725875,0.686697205,NBA,75000.0,0.012167423750811162
60,Mark Acres,acresma01,1989,PO,BOS,4,2,-9.222566378,1.726411795,-7.496154583,-0.00518931,0.0,-0.00518931,-7.484216219,-1.160880362,-8.645096581,3.730895078,NBA,300000.0,0.041482300884955754
61,Mark Acres,acresma01,1989,RS,BOS,1306,632,-3.508594502,-0.209215213,-3.717809714,-0.313505897,-0.313505897,0.0,-3.481111367,-0.370072038,-3.851183405,0.469944935,NBA,300000.0,0.041482300884955754
63,Mark Acres,acresma01,1991,RS,ORL,2753,1313,-2.131927479,-0.145446862,-2.27737434,0.318000724,0.318000724,0.0,-2.408788547,0.404660583,-2.004127965,0.435896252,NBA,437000.0,0.03681239996630444
64,Mark Acres,acresma01,1992,RS,ORL,1912,926,-2.085681632,-0.095946289,-2.181627921,0.269529253,0.269529253,0.0,-2.480498261,-0.003463001,-2.483961262,0.36602061,NBA,547000.0,0.04376
65,Quincy Acy,acyqu01,2013,RS,TOR,651,342,0.14286096,0.744081431,0.886942391,0.637616469,0.637616469,0.0,-0.350423759,0.597275012,0.246851253,0.441921018,NBA,665000.0,0.011456825856246985
67,Quincy Acy,acyqu01,2014,RS,TOR,125,61,-0.603423273,-0.775762304,-1.379185576,0.042632549,0.042632549,0.0,1.116411833,0.367253358,1.483665192,-0.067921363,NBA,788872.0,0.013443855553093952
68,Quincy Acy,acyqu01,2015,RS,NYK,2517,1287,-2.456064586,-0.420948055,-2.877012641,-0.083312615,-0.083312615,0.0,-2.797224029,-1.648024182,-4.44524821,-0.100453505,NBA,915243.0,0.014512693252992944
69,Quincy Acy,acyqu01,2016,RS,SAC,1852,876,-0.58754047,0.353933379,-0.233607091,1.123479142,1.123479142,0.0,-1.406107738,0.021970053,-1.384137685,-0.102988345,NBA,981348.0,0.014019257142857143
70,Quincy Acy,acyqu01,2017,RS,BKN,1075,510,0.170960999,0.767587065,0.938548064,0.96078755,0.96078755,0.0,-0.62694646,0.097180198,-0.529766262,0.104243234,NBA,1914544.0,0.020336551841347736
71,Quincy Acy,acyqu01,2017,RS,DAL,94,48,-6.22858437,-1.613158121,-7.841742491,-0.125155532,-0.125155532,0.0,-4.29737044,-1.84730437,-6.14467481,0.362482945,NBA,1050961.0,0.011163453469721593
72,Quincy Acy,acyqu01,2018,RS,BKN,2856,1359,-2.208182427,-0.658814194,-2.866996621,-0.08123232,-0.08123232,0.0,-1.826813152,-0.890246236,-2.717059388,0.136139262,NBA,1709538.0,0.01725185431867034
73,Alvan Adams,adamsal01,1985,PO,PHX,182,79,0.032348261,1.797741247,1.830089508,0.190619895,0.0,0.190619895,0.702946303,2.062867978,2.765814281,0.124684595,NBA,500000.0,0.1388888888888889
74,Alvan Adams,adamsal01,1985,RS,PHX,4614,2136,1.358651899,1.533205667,2.891857566,6.153865144,6.153865144,0.0,1.416587633,1.515951135,2.932538768,0.091451797,NBA,500000.0,0.1388888888888889
75,Alvan Adams,adamsal01,1986,RS,PHX,4428,2005,-0.860195833,1.505542429,0.645346596,3.482691392,3.482691392,0.0,-0.576549956,1.522699663,0.946149707,0.280240005,NBA,600000.0,0.14174344436569808
77,Alvan Adams,adamsal01,1988,RS,PHX,3510,1646,-2.436373947,0.780392887,-1.655981061,0.92327942,0.92327942,0.0,-2.152158008,0.779122279,-1.373035728,0.497431509,NBA,675000.0,0.10950681375730045
78,Hassan Adams,adamsha01,2007,PO,BKN,17,9,-3.98547372,-2.549974516,-6.535448236,-0.018508175,0.0,-0.018508175,-5.493587376,-0.408778044,-5.90236542,2.936749033,NBA,412718.0,0.007767347322856874
79,Hassan Adams,adamsha01,2007,RS,BKN,953,495,-1.393457473,-0.16550188,-1.558959353,0.300376016,0.300376016,0.0,-2.13484171,-1.035692757,-3.170534468,-0.129947577,NBA,412718.0,0.007767347322856874
80,Jaylen Adams,adamsja01,2019,RS,ATL,952,428,-2.377643964,-3.734729095,-6.112373059,-0.733513242,-0.733513242,0.0,-2.023145309,-4.304853077,-6.327998386,-0.099018214,NBA,236854.0,0.0023250841767367895
83,Michael Adams,adamsmi01,1988,PO,DEN,849,406,1.276262761,0.017485674,1.293748435,0.862728589,0.0,0.862728589,1.742111993,0.203137568,1.945249561,-0.128544282,NBA,160000.0,0.025957170668397145
84,Michael Adams,adamsmi01,1988,RS,DEN,6176,2778,2.667561386,0.99644256,3.664003946,9.07307725,9.07307725,0.0,2.998779987,1.163791239,4.162571226,-0.19645758,NBA,160000.0,0.025957170668397145
85,Michael Adams,adamsmi01,1989,PO,DEN,170,75,4.011093083,0.325609148,4.336702231,0.279499201,0.0,0.279499201,4.817484274,0.509273457,5.32675773,-0.06082204,NBA,375000.0,0.05185287610619469
86,Michael Adams,adamsmi01,1989,RS,DEN,6313,2787,3.716148416,0.4704565,4.186604916,9.858970642,9.858970642,0.0,4.053933048,0.755464273,4.809397321,-0.045231205,NBA,375000.0,0.05185287610619469
89,Michael Adams,adamsmi01,1991,RS,DEN,5621,2346,5.820740819,-1.23280004,4.58794078,8.812800581,8.812800581,0.0,6.15135365,-0.75942699,5.39192666,0.336373514,NBA,825000.0,0.0694970937578974
90,Michael Adams,adamsmi01,1992,RS,WAS,5754,2795,2.274164121,0.227955616,2.502119737,7.495441358,7.495441358,0.0,2.550083749,0.555957447,3.106041195,0.076697329,NBA,1309000.0,0.10472
91,Michael Adams,adamsmi01,1993,RS,WAS,5145,2499,2.147466507,-0.921141474,1.226325033,5.055166653,5.055166653,0.0,1.966795306,-0.37502893,1.591766376,-0.282177014,NBA,1309000.0,0.0935
92,Michael Adams,adamsmi01,1994,RS,WAS,4723,2337,1.806476276,-1.59210922,0.214367056,3.528628615,3.528628615,0.0,1.694918475,-1.018023885,0.67689459,-0.16056791,NBA,1309000.0,0.08626029654036244
93,Michael Adams,adamsmi01,1995,PO,CHA,20,11,3.101120181,-2.258855365,0.842264816,0.020781392,0.0,0.020781392,2.463467762,-3.807253168,-1.343785406,-0.049198369,NBA,1240000.0,0.07767476822851416
94,Michael Adams,adamsmi01,1995,RS,CHA,851,443,3.758889432,0.268172213,4.027061645,1.538196786,1.538196786,0.0,3.600034164,0.031701356,3.63173552,0.396306485,NBA,1240000.0,0.07767476822851416
96,Steven Adams,adamsst01,2014,PO,OKC,658,331,-3.068970945,-1.679107897,-4.748078842,-0.345893247,0.0,-0.345893247,-2.689206709,-0.695244677,-3.384451386,-0.564429685,NBA,2090880.0,0.03563250907479677
97,Steven Adams,adamsst01,2014,RS,OKC,2420,1197,-1.04453291,0.074832631,-0.969700279,1.087876915,1.087876915,0.0,-1.48151574,1.490143257,0.008627517,0.055678168,NBA,2090880.0,0.03563250907479677
98,Steven Adams,adamsst01,2015,RS,OKC,3537,1771,-1.859905727,1.972597164,0.112691438,2.569431836,2.569431836,0.0,-2.254183977,1.950513493,-0.303670484,-0.637424446,NBA,2184960.0,0.03464615872512487
99,Steven Adams,adamsst01,2016,PO,OKC,1093,553,3.712568575,-0.113109659,3.599458916,1.812062468,0.0,1.812062468,5.361143389,1.372183839,6.733327228,-1.830245596,NBA,2279040.0,0.03255771428571429
100,Steven Adams,adamsst01,2016,RS,OKC,4110,2014,0.664776604,5.293729711,5.958506315,8.899270344,8.899270344,0.0,0.986342061,4.333901679,5.32024374,-0.53605482,NBA,2279040.0,0.03255771428571429
101,Steven Adams,adamsst01,2017,PO,OKC,329,157,0.096087917,4.821678975,4.917766891,0.632146706,0.0,0.632146706,-1.945406028,4.898864354,2.953458326,-0.20029471,NBA,3140517.0,0.033359007042477934
102,Steven Adams,adamsst01,2017,RS,OKC,4950,2389,-1.74048414,1.569530167,-0.170953972,3.143711406,3.143711406,0.0,-1.610870497,2.239876453,0.629005957,0.006092547,NBA,3140517.0,0.033359007042477934
103,Steven Adams,adamsst01,2018,PO,OKC,409,200,3.487565946,-0.850133886,2.637432061,0.562150765,0.0,0.562150765,5.163673099,-2.610053447,2.553619651,-0.829662096,NBA,22471910.0,0.22677595793850222
104,Steven Adams,adamsst01,2018,RS,OKC,5121,2487,1.306273862,1.299163842,2.605437704,6.779274475,6.779274475,0.0,1.20318673,1.91320712,3.116393851,-0.234524488,NBA,22471910.0,0.22677595793850222
105,Steven Adams,adamsst01,2019,PO,OKC,334,159,-1.635901822,0.96182986,-0.674071962,0.172567584,0.0,0.172567584,-5.28013449,0.1557537,-5.12438079,-0.6391423,NBA,24157304.0,0.23714087700870726
106,Steven Adams,adamsst01,2019,RS,OKC,5830,2669,0.017859854,1.927334007,1.945193861,6.428883158,6.428883158,0.0,-0.170328941,3.133771762,2.963442822,0.5630963,NBA,24157304.0,0.23714087700870726
107,Steven Adams,adamsst01,2020,PO,OKC,442,210,-2.446396767,1.635347906,-0.811048861,0.21295169,0.0,0.21295169,-4.509713457,-0.883482265,-5.393195722,-0.605597351,NBA,25842697.0,0.23678483599047095
108,Steven Adams,adamsst01,2020,RS,OKC,3522,1680,0.662443379,1.660176426,2.322619805,4.329822987,4.329822987,0.0,0.049830518,1.948629741,1.99846026,-0.425098148,NBA,25842697.0,0.23678483599047095
109,Steven Adams,adamsst01,2021,RS,NOP,3313,1605,-0.5422968857270318,1.044020901375203,0.5017240156481708,2.630392460475527,2.630392460475527,0.0,-0.7283666850613467,1.333237332272016,0.6048706472106694,-1.226775224493624,NBA,29592695.0,0.2711443558731904
111,Rafael Addison,addisra01,1992,PO,BKN,18,9,-4.734064285,-4.145566247,-8.879630532,-0.028546507,0.0,-0.028546507,-4.564934088,-6.229326958,-10.79426105,-1.54266978,NBA,311000.0,0.02488
112,Rafael Addison,addisra01,1992,RS,BKN,2427,1175,-1.71475824,-1.430166997,-3.144925237,-0.236685257,-0.236685257,0.0,-2.163099699,-1.939847582,-4.102947281,-0.027480005,NBA,311000.0,0.02488
113,Rafael Addison,addisra01,1993,PO,BKN,103,53,-3.855737881,1.444884544,-2.410853337,0.009408693,0.0,0.009408693,-3.928803702,0.17091273,-3.757890973,-0.481989452,NBA,522000.0,0.03728571428571428
114,Rafael Addison,addisra01,1993,RS,BKN,2355,1164,-2.98065564,-1.558984502,-4.539640143,-1.065788961,-1.065788961,0.0,-3.247174089,-1.889614867,-5.136788956,0.273711324,NBA,522000.0,0.03728571428571428
115,Rafael Addison,addisra01,1995,RS,DET,3488,1776,-1.727477379,-1.508485706,-3.235963085,-0.442596617,-0.442596617,0.0,-2.089057848,-1.240050998,-3.329108846,0.482265618,NBA,250000.0,0.01566023552994237
116,Rafael Addison,addisra01,1996,RS,CHA,996,516,-3.339751895,-1.855861781,-5.195613675,-0.647060541,-0.647060541,0.0,-3.771091814,-2.311197015,-6.082288829,0.46486777,NBA,360000.0,0.01565217391304348
117,Rafael Addison,addisra01,1997,RS,CHA,663,355,-1.762704823,-2.04290348,-3.805608303,-0.192125021,-0.192125021,0.0,-2.060163592,-2.338664093,-4.398827685,0.444920406,NBA,290000.0,0.01190329598161146
118,Bam Adebayo,adebaba01,2018,PO,MIA,177,77,-4.305419612,-2.773125082,-7.078544694,-0.17674583,0.0,-0.17674583,-3.205845197,-3.735414874,-6.941260072,0.758855768,NBA,2490360.0,0.02513154309587963
119,Bam Adebayo,adebaba01,2018,RS,MIA,2744,1368,-2.084814247,1.28538633,-0.799427917,1.348868962,1.348868962,0.0,-2.688478599,0.732638396,-1.955840204,-0.913691512,NBA,2490360.0,0.02513154309587963
120,Bam Adebayo,adebaba01,2019,RS,MIA,3965,1913,-1.875309771,2.676011508,0.800701737,3.451223821,3.451223821,0.0,-2.152282678,2.278351869,0.126069191,-0.420701969,NBA,2955840.0,0.029016089291148437
121,Bam Adebayo,adebaba01,2020,PO,MIA,1383,687,1.533003558,2.505122233,4.038125791,2.444720743,0.0,2.444720743,4.630277475,1.886190852,6.516468327,-0.371700042,NBA,3454080.0,0.03164815832875206
122,Bam Adebayo,adebaba01,2020,RS,MIA,4953,2417,-0.561026125,2.14889649,1.587870364,5.311195444,5.311195444,0.0,-0.368462524,1.367082133,0.998619609,-0.726550169,NBA,3454080.0,0.03164815832875206
123,Bam Adebayo,adebaba01,2021,PO,MIA,293,136,-3.965208747316496,1.67965398184255,-2.285554765473947,0.0338520701961142,0.0,0.0338520701961142,-3.413399067756377,1.575706367256419,-1.837692700499958,1.814532787098083,NBA,5115492.0,0.04687091808686091
124,Bam Adebayo,adebaba01,2021,RS,MIA,4362,2143,0.3884992446294018,1.780973979940327,2.169473224569729,5.372651993406977,5.372651993406977,0.0,0.3817193924681303,1.439492007842533,1.821211400310664,-0.1144482278479755,NBA,5115492.0,0.04687091808686091
125,Jeff Adrien,adrieje01,2013,RS,CHA,1375,713,-1.948567285,-0.68553432,-2.634101605,0.042100378,0.042100378,0.0,-2.328817523,-1.016782509,-3.345600031,-0.133120893,NBA,804131.0,0.013853817793398112
126,Jeff Adrien,adrieje01,2014,RS,CHA,527,256,-1.415709376,0.093060712,-1.322648663,0.185889794,0.185889794,0.0,-2.449240729,0.181355617,-2.267885112,-0.27693691,NBA,916099.0,0.015612041786669847
128,Arron Afflalo,afflaar01,2008,PO,DET,150,84,-3.136030481,2.139026732,-0.99700375,0.077409075,0.0,0.077409075,-3.695184452,0.760851713,-2.934332739,-0.085978328,NBA,944520.0,0.016978608664389716
129,Arron Afflalo,afflaar01,2008,RS,DET,1784,970,-2.090911005,0.984187771,-1.106723234,0.81472696,0.81472696,0.0,-2.380817161,0.256963594,-2.123853567,0.170156334,NBA,944520.0,0.016978608664389716
130,Arron Afflalo,afflaar01,2009,PO,DET,116,66,1.00070389,-1.401211967,-0.400508077,0.083030323,0.0,0.083030323,0.288546718,-1.758257622,-1.469710903,1.579565359,NBA,1015440.0,0.01730470347648262
131,Arron Afflalo,afflaar01,2009,RS,DET,2255,1234,-1.184046415,-0.678958597,-1.863005012,0.561327275,0.561327275,0.0,-1.620292589,-0.863660743,-2.483953332,0.479756523,NBA,1015440.0,0.01730470347648262
132,Arron Afflalo,afflaar01,2010,PO,DEN,243,120,3.799306118,-1.746283327,2.05302279,0.305918566,0.0,0.305918566,2.882401298,-1.738867942,1.143533357,0.78936983,NBA,1086240.0,0.018825649913344886
133,Arron Afflalo,afflaar01,2010,RS,DEN,4437,2221,0.183693082,-0.356936215,-0.173243133,2.92122235,2.92122235,0.0,-0.071090854,-0.356690905,-0.427781759,0.043705009,NBA,1086240.0,0.018825649913344886
134,Arron Afflalo,afflaar01,2011,PO,DEN,169,85,-1.055920369,-1.990572665,-3.046493034,-0.013366593,0.0,-0.013366593,-1.297987899,-1.508408525,-2.806396424,0.706207643,NBA,1959577.0,0.03376019915925849
135,Arron Afflalo,afflaar01,2011,RS,DEN,4682,2324,1.687803095,-0.428632059,1.259171036,4.726502428,4.726502428,0.0,1.376138501,-0.271981785,1.104156716,-0.533067826,NBA,1959577.0,0.03376019915925849
136,Arron Afflalo,afflaar01,2012,PO,DEN,436,229,-0.380095736,-0.983491316,-1.363587052,0.166921576,0.0,0.166921576,-0.433796101,-0.863939756,-1.297735856,-0.07594458,NBA,7562500.0,0.1302890910343877
137,Arron Afflalo,afflaar01,2012,RS,DEN,4141,2086,1.579968155,-1.524771578,0.055196576,2.977159222,2.977159222,0.0,1.403970219,-1.173369083,0.230601136,-0.258214724,NBA,7562500.0,0.1302890910343877
138,Arron Afflalo,afflaar01,2013,RS,ORL,4482,2307,-0.379040341,-2.659854332,-3.038894672,-0.339785596,-0.339785596,0.0,-0.508147992,-2.308671028,-2.816819019,-0.069136008,NBA,7750000.0,0.1335193990765626
