,player_name,player_id,season,season_type,team,poss,mp,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact,lg,salary,normalized salary
16170,Clifford Robinson,robincl02,2003,RS,DET,5167,2825,-0.896356857,0.251948421,-0.644408436,3.043843049,3.043843049,0.0,-0.286828528,0.645111893,0.358283365,0.273756496,NBA,8421875.0,0.2091300191204589
16171,Clifford Robinson,robincl02,2004,RS,GSW,5386,2846,-1.387633043,-0.425697712,-1.813330755,1.361427393,1.361427393,0.0,-0.824602974,-0.316410262,-1.141013236,0.090929478,NBA,4700000.0,0.10720802919708029
16173,Clifford Robinson,robincl02,2005,RS,GSW,2143,1090,-2.978469968,-1.626545261,-4.60501523,-1.045340689,-1.045340689,0.0,-2.36214293,-1.105632294,-3.467775224,1.225198233,NBA,5287500.0,0.12052655573284705
16175,Clifford Robinson,robincl02,2006,PO,BKN,369,198,-5.367784388,1.326429748,-4.04135464,-0.136314942,0.0,-0.136314942,-4.740385296,1.337348246,-3.40303705,1.189292924,NBA,2500000.0,0.050505050505050504
16176,Clifford Robinson,robincl02,2006,RS,BKN,3525,1863,-2.707927133,0.483984576,-2.223942557,0.501756196,0.501756196,0.0,-2.50989273,0.339379101,-2.170513629,0.318353524,NBA,2500000.0,0.050505050505050504
16177,Clifford Robinson,robincl02,2007,PO,BKN,37,20,-12.7985706,0.190623787,-12.60794681,-0.10360568,0.0,-0.10360568,-11.64471345,-1.234320861,-12.87903431,-0.121705529,NBA,1600000.0,0.030111978921614754
16178,Clifford Robinson,robincl02,2007,RS,BKN,1839,955,-5.659361115,-2.353999531,-8.013360646,-2.564561452,-2.564561452,0.0,-5.315684903,-2.359050413,-7.674735316,0.001318693,NBA,1600000.0,0.030111978921614754
16179,David Robinson,robinda01,1990,PO,SAS,808,375,2.388099333,4.978916977,7.36701631,1.983476836,0.0,1.983476836,2.845468432,4.077925995,6.923394427,-0.625933337,NBA,2500000.0,0.2550499897980004
16180,David Robinson,robinda01,1990,RS,SAS,6231,3002,1.804694776,5.25212126,7.056816036,14.95609922,14.95609922,0.0,2.245018124,4.300273229,6.545291353,-0.425731543,NBA,2500000.0,0.2550499897980004
16181,David Robinson,robinda01,1991,PO,SAS,353,166,2.269718576,3.364938914,5.63465749,0.726401011,0.0,0.726401011,1.801921414,2.451946357,4.253867771,-0.773518151,NBA,2265000.0,0.19080111195350014
16182,David Robinson,robinda01,1991,RS,SAS,6431,3095,2.795743399,5.57229048,8.368033879,17.4518522,17.4518522,0.0,3.160537183,4.597246455,7.757783638,-0.588831172,NBA,2265000.0,0.19080111195350014
16183,David Robinson,robinda01,1992,RS,SAS,5198,2564,2.535955455,7.179031732,9.714987186,16.24190781,16.24190781,0.0,3.011107507,6.313288768,9.324396274,-0.385198781,NBA,2240000.0,0.1792
16184,David Robinson,robinda01,1993,PO,SAS,826,421,0.494663655,4.290567487,4.785231142,1.662786684,0.0,1.662786684,1.101852918,3.887507693,4.989360611,-0.357356574,NBA,5720000.0,0.4085714285714286
16185,David Robinson,robinda01,1993,RS,SAS,6455,3211,1.266046342,4.245550662,5.511597004,13.46399263,13.46399263,0.0,1.918754704,3.706002576,5.624757281,-0.510766092,NBA,5720000.0,0.4085714285714286
16186,David Robinson,robinda01,1994,PO,SAS,269,146,-0.790142022,0.786551865,-0.003590158,0.209550469,0.0,0.209550469,-0.466796855,1.122166226,0.655369371,-0.613545781,NBA,5740000.0,0.37825370675453046
16187,David Robinson,robinda01,1994,RS,SAS,6153,3241,4.8551972,4.658967304,9.514164505,20.15424861,20.15424861,0.0,5.414278086,4.222866314,9.6371444,-0.594444002,NBA,5740000.0,0.37825370675453046
16188,David Robinson,robinda01,1995,PO,SAS,1178,623,0.13154481,6.095209743,6.226754553,2.927125285,0.0,2.927125285,0.780553142,5.349933723,6.130486865,-0.479345678,NBA,7300000.0,0.4572788774743172
16189,David Robinson,robinda01,1995,RS,SAS,6128,3074,3.295738064,4.976547262,8.272285325,17.15366756,17.15366756,0.0,3.659963375,4.20715809,7.867121465,-0.724566616,NBA,7300000.0,0.4572788774743172
16190,David Robinson,robinda01,1996,PO,SAS,646,353,3.227260366,2.500744334,5.7280047,1.570089297,0.0,1.570089297,3.659192521,2.640206931,6.299399452,-0.26260297,NBA,7700000.0,0.3347826086956522
16191,David Robinson,robinda01,1996,RS,SAS,5936,3019,3.586997746,5.231968592,8.818966338,17.64961654,17.64961654,0.0,3.796602778,4.601221079,8.397823857,-0.886576921,NBA,7700000.0,0.3347826086956522
16192,David Robinson,robinda01,1998,PO,SAS,642,353,0.509244318,6.40604559,6.915289908,1.778203323,0.0,1.778203323,1.233837722,5.425766181,6.659603903,-0.828391867,NBA,12397440.0,0.46087137546468404
16193,David Robinson,robinda01,1998,RS,SAS,4577,2457,2.248217728,4.657250679,6.905468407,12.00946185,12.00946185,0.0,2.354948756,3.84255058,6.197499336,-0.711451007,NBA,12397440.0,0.46087137546468404
16194,David Robinson,robinda01,1999,PO,SAS,1080,600,0.788888146,7.432781829,8.221669975,3.453401972,0.0,3.453401972,1.286623385,6.722598262,8.009221647,-0.264736061,NBA,14841000.0,0.4947
16195,David Robinson,robinda01,1999,RS,SAS,2901,1554,1.223663669,6.415515744,7.639179413,8.204236887,8.204236887,0.0,1.627610321,5.561244527,7.188854848,-0.358721712,NBA,14841000.0,0.4947
16198,David Robinson,robinda01,2001,PO,SAS,772,409,-0.017270217,6.518787672,6.501517455,1.987605293,0.0,1.987605293,0.42490618,6.257310238,6.682216418,-0.157420096,NBA,14700000.0,0.4140845070422535
16199,David Robinson,robinda01,2001,RS,SAS,4477,2371,0.75440381,6.009821669,6.764225479,11.43206855,11.43206855,0.0,1.13451399,5.463242809,6.597756799,-0.618908454,NBA,14700000.0,0.4140845070422535
16200,David Robinson,robinda01,2002,PO,SAS,146,81,-2.339229189,3.486662229,1.14743304,0.167641524,0.0,0.167641524,-1.999555023,4.246167464,2.246612441,0.840924268,NBA,9500000.0,0.2235294117647059
16201,David Robinson,robinda01,2002,RS,SAS,4368,2303,0.286147745,4.755066394,5.041214139,9.112374027,9.112374027,0.0,0.508908567,4.49688941,5.005797977,-0.423381164,NBA,9500000.0,0.2235294117647059
16202,David Robinson,robinda01,2003,PO,SAS,1034,539,-0.446087696,5.383214902,4.937127206,2.175434595,0.0,2.175434595,-0.575867783,4.862587247,4.286719464,-0.201378017,NBA,10500000.0,0.2607335303320007
16203,David Robinson,robinda01,2003,RS,SAS,3179,1676,-1.383780885,4.078857702,2.695076817,4.616656848,4.616656848,0.0,-1.162638315,3.438172572,2.275534258,-0.779255851,NBA,10500000.0,0.2607335303320007
16204,Duncan Robinson,robindu01,2020,PO,MIA,1215,600,3.788948236,-1.927527266,1.86142097,1.459987496,0.0,1.459987496,5.676842851,-1.672940664,4.003902187,0.277653888,NBA,1416852.0,0.012981968114348543
16205,Duncan Robinson,robindu01,2020,RS,MIA,4478,2166,3.177860113,-0.481132429,2.696727684,6.002182772,6.002182772,0.0,3.215178074,-0.58155426,2.633623815,-0.28767869,NBA,1416852.0,0.012981968114348543
16206,Duncan Robinson,robindu01,2021,PO,MIA,211,100,-2.568019048917263,5.975492540250742,3.407473491333479,0.3277926580018929,0.0,0.3277926580018929,-2.450416682523905,5.969423431691095,3.51900674916719,1.146225413774091,NBA,1663861.0,0.015245198827194429
16207,Duncan Robinson,robindu01,2021,RS,MIA,4597,2262,0.5436031918621907,-0.5265278900298012,0.0170753018323896,3.179162246724503,3.179162246724503,0.0,1.133694907540269,-0.0920877260006136,1.041607181539655,-0.4503669051823549,NBA,1663861.0,0.015245198827194429
16210,Eddie Robinson,robined01,2001,PO,CHA,358,192,0.80186306,-1.496172311,-0.694309251,0.206023424,0.0,0.206023424,-0.031123423,-2.388339782,-2.419463206,-0.724167331,NBA,600000.0,0.016901408450704224
16211,Eddie Robinson,robined01,2001,RS,CHA,2263,1201,0.634118916,-0.353739316,0.280379599,1.843671128,1.843671128,0.0,-0.026363942,-1.152672023,-1.179035965,-0.656158878,NBA,600000.0,0.016901408450704224
16212,Eddie Robinson,robined01,2002,RS,CHI,1245,653,-1.916694406,-2.028229186,-3.944923592,-0.396028233,-0.396028233,0.0,-2.228861676,-2.498267126,-4.727128802,-0.477980362,NBA,5170000.0,0.12164705882352941
16213,Eddie Robinson,robined01,2003,RS,CHI,2670,1355,-0.786828433,0.307856386,-0.478972047,1.567588732,1.567588732,0.0,-1.25775477,0.196282914,-1.061471856,-0.141969797,NBA,5687000.0,0.14121824638077027
16214,Eddie Robinson,robined01,2004,RS,CHI,1990,1024,-2.257934308,-0.806121123,-3.064055431,-0.163149246,-0.163149246,0.0,-2.839759301,-1.644471226,-4.484230527,-0.515373816,NBA,6204000.0,0.14151459854014597
16215,Glenn Robinson,robingl01,1995,RS,MIL,5778,2958,-0.420178831,-0.825320344,-1.245499175,2.275824328,2.275824328,0.0,-0.016175787,-0.794239141,-0.810414928,0.218462486,NBA,2900000.0,0.1816587321473315
16216,Glenn Robinson,robingl01,1996,RS,MIL,6176,3249,-0.003084194,-0.754053258,-0.757137452,3.29956969,3.29956969,0.0,0.272883945,-0.740593364,-0.467709419,-0.109117791,NBA,3770000.0,0.16391304347826086
16217,Glenn Robinson,robingl01,1997,RS,MIL,5873,3114,0.022931042,-0.078694956,-0.055763914,4.272359717,4.272359717,0.0,0.41742298,-0.160985531,0.25643745,-0.173582075,NBA,4640000.0,0.19045273570578336
16218,Glenn Robinson,robingl01,1998,RS,MIL,4360,2294,-0.619187017,-0.767772896,-1.386959912,1.591491016,1.591491016,0.0,-0.331431995,-0.781152868,-1.112584862,-0.218150033,NBA,5510000.0,0.20483271375464684
16219,Glenn Robinson,robingl01,1999,PO,MIL,219,118,-1.049317955,-0.52279873,-1.572116685,0.07234147,0.0,0.07234147,-0.665416299,-1.21347934,-1.87889564,-0.942969837,NBA,6380000.0,0.21266666666666667
16220,Glenn Robinson,robingl01,1999,RS,MIL,2895,1579,1.235608212,-0.25758233,0.978025882,2.989906649,2.989906649,0.0,1.494311701,-0.430098678,1.064213023,-0.401921298,NBA,6380000.0,0.21266666666666667
16223,Glenn Robinson,robingl01,2001,PO,MIL,1278,687,1.260906525,-2.016131118,-0.755224593,0.717163077,0.0,0.717163077,1.686576589,-2.168480647,-0.481904058,-0.494775491,NBA,8120000.0,0.2287323943661972
16224,Glenn Robinson,robingl01,2001,RS,MIL,5459,2813,1.670695393,-1.73339417,-0.062698777,3.848168965,3.848168965,0.0,2.11489709,-1.718016976,0.396880114,-0.206523776,NBA,8120000.0,0.2287323943661972
16225,Glenn Robinson,robingl01,2002,RS,MIL,4459,2346,0.432235893,-1.421571527,-0.989335634,2.111037475,2.111037475,0.0,0.915243261,-1.042539444,-0.127296183,0.158830396,NBA,8990000.0,0.21152941176470588
16226,Glenn Robinson,robingl01,2003,RS,ATL,4969,2591,-0.051026767,-2.531417911,-2.582444677,0.221843395,0.221843395,0.0,0.412538719,-2.172355446,-1.759816727,0.144378655,NBA,9860000.0,0.2448412008641454
16227,Glenn Robinson,robingl01,2004,RS,PHI,2477,1336,-1.298124176,-2.013107939,-3.311232115,-0.382995371,-0.382995371,0.0,-1.052063517,-2.012866307,-3.064929824,0.105899502,NBA,10730000.0,0.24475364963503649
16228,Glenn Robinson III,robingl02,2016,PO,IND,20,10,4.133551996,-14.43403304,-10.30048104,-0.039744255,0.0,-0.039744255,1.925106082,-14.57509206,-12.64998598,0.032611558,NBA,845000.0,0.012071428571428571
16229,Glenn Robinson III,robingl02,2016,RS,IND,1036,508,-1.545309214,0.096361451,-1.448947763,0.335431692,0.335431692,0.0,-1.737076609,-0.974213086,-2.711289695,-0.514934148,NBA,845000.0,0.012071428571428571
16230,Glenn Robinson III,robingl02,2017,PO,IND,69,31,3.88559417,-4.967811177,-1.082217007,0.027461279,0.0,0.027461279,-0.213561484,-6.57356406,-6.787125544,0.909149699,NBA,1050500.0,0.01115855666379869
16231,Glenn Robinson III,robingl02,2017,RS,IND,2948,1427,-1.619044411,0.247294522,-1.37174989,0.997777563,0.997777563,0.0,-1.991358409,-0.566979454,-2.558337863,-0.553765473,NBA,1050500.0,0.01115855666379869
16232,Glenn Robinson III,robingl02,2018,PO,IND,12,6,2.010456656,-7.073493589,-5.063036933,-0.007173262,0.0,-0.007173262,-2.302540136,-8.587708987,-10.89024912,-1.729137333,NBA,1524305.0,0.015382569909075314
16233,Glenn Robinson III,robingl02,2018,RS,IND,696,338,-0.481548649,0.002523042,-0.479025607,0.388846163,0.388846163,0.0,-0.459553226,-0.135979231,-0.595532457,-0.703633268,NBA,1524305.0,0.015382569909075314
16234,Glenn Robinson III,robingl02,2019,PO,DET,77,36,-5.014826956,-2.875954977,-7.890781934,-0.096954056,0.0,-0.096954056,-1.42214989,-3.987631716,-5.409781606,-0.437762103,NBA,4075000.0,0.040002355966977196
16235,Glenn Robinson III,robingl02,2019,RS,DET,1263,610,-3.673366297,0.835548748,-2.837817549,-0.027187106,-0.027187106,0.0,-3.911977539,-0.581493058,-4.493470597,-0.535644207,NBA,4075000.0,0.040002355966977196
16237,Glenn Robinson III,robingl02,2020,RS,PHI,557,270,1.567539031,-5.522039745,-3.954500715,-0.164235461,-0.164235461,0.0,0.761782366,-4.032511862,-3.270729496,-1.039552774,NBA,1882867.0,0.017251850833791462
16238,Glenn Robinson III,robingl02,2021,RS,SAC,790,369,-2.808150339992273,-2.866490839024038,-5.674641179016312,-0.5485913220271663,-0.5485913220271663,0.0,-3.353943440628475,-3.568065225636341,-6.922008666264817,-0.3691200694155455,NBA,930930.0,0.008529686641011544
16239,James Robinson,robinja02,1994,PO,POR,55,28,4.065924438,-1.237319796,2.828604642,0.081107742,0.0,0.081107742,3.408148162,-2.044374398,1.363773764,-1.184445841,NBA,650000.0,0.042833607907743
16240,James Robinson,robinja02,1994,RS,POR,1401,673,-3.061474844,-0.704892543,-3.766367387,-0.35088115,-0.35088115,0.0,-2.637625742,-1.314605167,-3.952230909,0.523015115,NBA,650000.0,0.042833607907743
16241,James Robinson,robinja02,1995,PO,POR,8,4,31.53496885,-5.325372438,26.20959641,0.057941932,0.0,0.057941932,30.22505289,-7.331688784,22.89336411,-4.452074619,NBA,845000.0,0.052931596091205214
16242,James Robinson,robinja02,1995,RS,POR,3042,1539,-1.562894802,-1.191091977,-2.75398678,-0.003146436,-0.003146436,0.0,-1.164461522,-1.454741596,-2.619203118,0.481442925,NBA,845000.0,0.052931596091205214
16243,James Robinson,robinja02,1996,PO,POR,47,26,-4.017667087,-0.292868695,-4.310535782,-0.02180275,0.0,-0.02180275,-3.211612839,-0.884840436,-4.096453275,1.870556611,NBA,1040000.0,0.04521739130434783
16244,James Robinson,robinja02,1996,RS,POR,3175,1627,-0.663459682,-1.096615761,-1.760075443,0.825032319,0.825032319,0.0,-0.596504622,-1.243223535,-1.839728157,0.37328365,NBA,1040000.0,0.04521739130434783
16245,James Robinson,robinja02,1997,PO,MIN,59,31,4.675073609,-0.508444092,4.166629516,0.114271717,0.0,0.114271717,5.334935091,-0.268655352,5.066279739,1.131105858,NBA,1235000.0,0.05069162254237984
16246,James Robinson,robinja02,1997,RS,MIN,2502,1309,0.647980834,-2.113947242,-1.465966408,0.861868365,0.861868365,0.0,0.752451849,-2.034326641,-1.281874792,0.460151683,NBA,1235000.0,0.05069162254237984
16247,James Robinson,robinja02,1998,RS,LAC,2397,1231,-0.415186876,-2.881033011,-3.296219886,-0.344865418,-0.344865418,0.0,-0.219404822,-3.124491425,-3.343896246,0.481634557,NBA,1500000.0,0.055762081784386616
16248,James Robinson,robinja02,1999,PO,MIN,18,10,-16.04610445,-8.257085507,-24.30318996,-0.120334371,0.0,-0.120334371,-14.00270707,-8.352155945,-22.35486301,5.292964356,NBA,537500.0,0.017916666666666668
16249,James Robinson,robinja02,1999,RS,LAC,528,280,-0.665418592,-1.457450818,-2.12286941,0.090999957,0.090999957,0.0,-0.550276361,-0.986716943,-1.536993304,1.417009653,NBA,1800000.0,0.06
16250,James Robinson,robinja02,1999,RS,MIN,433,226,-3.467617211,-2.197602642,-5.665219853,-0.346435773,-0.346435773,0.0,-2.677092569,-2.467533059,-5.144625628,2.756558491,NBA,537500.0,0.017916666666666668
16251,Jerome Robinson,robinje01,2019,PO,LAC,97,46,8.291005079,-5.192605656,3.098399423,0.140577912,0.0,0.140577912,3.367013972,-3.054151106,0.312862866,-0.690887964,NBA,3046200.0,0.029903110858062805
16252,Jerome Robinson,robinje01,2019,RS,LAC,702,320,-0.988625063,-1.524804792,-2.513429855,0.03887599,0.03887599,0.0,-1.320551079,-1.43591669,-2.756467769,0.666527402,NBA,3046200.0,0.029903110858062805
16254,Jerome Robinson,robinje01,2020,RS,WAS,1117,503,-1.610225001,-1.73462679,-3.344851791,-0.153311097,-0.153311097,0.0,-1.187939001,-2.013522546,-3.201461547,0.437375099,NBA,3567720.0,0.03268938977460143
16255,Jerome Robinson,robinje01,2021,RS,WAS,666,305,-5.897366185378185,-1.614776412992681,-7.512142598370867,-0.7473374602013682,-0.7473374602013682,0.0,-6.039207688641382,-1.303311583048765,-7.342519271690148,0.8578669346026926,NBA,3737520.0,0.034245189664650906
16258,Larry Robinson,robinla01,2001,RS,ATL,1222,631,0.620508376,-0.315069198,0.305439178,1.001127057,1.001127057,0.0,0.643246739,-0.236183673,0.407063066,1.640052839,NBA,611000.0,0.017211267605633802
16260,Mitchell Robinson,robinmi01,2019,RS,NYK,2864,1360,-0.654512742,0.884326008,0.229813267,2.06411921,2.06411921,0.0,-1.073866856,0.797330916,-0.27653594,-0.172013015,NBA,1485440.0,0.014581864944193033
16261,Mitchell Robinson,robinmi01,2020,RS,NYK,2962,1412,1.251869985,1.726944134,2.978814119,4.109734865,4.109734865,0.0,0.294950535,1.539437762,1.834388296,-0.428415659,NBA,1559712.0,0.014290929081913139
16262,Mitchell Robinson,robinmi01,2021,RS,NYK,1713,853,-2.077356456946727,2.048033537314335,-0.0293229196323912,1.167371497167552,1.167371497167552,0.0,-2.470827948458024,2.43936868108851,-0.0314592673695144,-1.421534050099608,NBA,1663861.0,0.015245198827194429
16263,Nate Robinson,robinna01,2006,RS,NYK,2954,1544,-0.099559968,-0.378863063,-0.478423031,1.803449826,1.803449826,0.0,0.000809264,0.033869957,0.034679221,0.717800198,NBA,1102680.0,0.022276363636363636
16264,Nate Robinson,robinna01,2007,RS,NYK,2595,1356,1.240618102,-0.587173261,0.653444841,2.371465282,2.371465282,0.0,1.309539749,-0.199162355,1.110377394,0.666059567,NBA,1185480.0,0.02231071798249741
16265,Nate Robinson,robinna01,2008,RS,NYK,3635,1883,1.641705683,-1.508371691,0.133333992,2.787170854,2.787170854,0.0,1.644670543,-0.927147811,0.717522733,0.578633151,NBA,1268160.0,0.02279633291389538
16266,Nate Robinson,robinna01,2009,RS,NYK,4501,2209,3.054235291,-0.601359032,2.452876259,5.888584871,5.888584871,0.0,3.089266155,-0.127081003,2.962185151,0.392143102,NBA,2020179.0,0.03442704498977505
16267,Nate Robinson,robinna01,2010,PO,BOS,241,128,3.671799302,0.781826283,4.453625586,0.491639627,0.0,0.491639627,4.019640328,0.251388027,4.271028355,1.207021942,NBA,4000000.0,0.06932409012131716
16268,Nate Robinson,robinna01,2010,RS,BOS,737,382,0.012365917,0.457052647,0.469418564,0.648020807,0.648020807,0.0,0.631662857,0.921493367,1.553156224,3.076980305,NBA,4000000.0,0.06932409012131716
16270,Nate Robinson,robinna01,2011,PO,OKC,23,12,7.944841475,-4.433600312,3.511241163,0.040011318,0.0,0.040011318,8.28809685,-4.967239704,3.320857146,1.068792469,NBA,4200000.0,0.0723589001447178
16272,Nate Robinson,robinna01,2011,RS,OKC,59,30,-2.361465333,-6.259332091,-8.620797424,-0.09431119,-0.09431119,0.0,-1.85842444,-4.946070798,-6.804495238,4.618073055,NBA,4200000.0,0.0723589001447178
16273,Nate Robinson,robinna01,2012,RS,GSW,2318,1192,3.250917455,-1.335742237,1.915175218,2.853251119,2.853251119,0.0,3.288596102,-0.697554099,2.591042003,0.523593211,NBA,983307.0,0.016940717386810005
16274,Nate Robinson,robinna01,2013,PO,CHI,744,404,1.556134449,-1.746604763,-0.190470314,0.547787521,0.0,0.547787521,1.702276236,-1.170717474,0.531558761,0.611106815,NBA,1146337.0,0.019749448694094136
16275,Nate Robinson,robinna01,2013,RS,CHI,3925,2086,2.451001936,-1.045117603,1.405884333,4.446098164,4.446098164,0.0,2.5353577,-0.461407984,2.073949716,0.485935016,NBA,1146337.0,0.019749448694094136
16276,Nate Robinson,robinna01,2014,RS,DEN,1750,866,1.351568021,0.673569174,2.025137195,2.108212606,2.108212606,0.0,1.642589362,0.147061653,1.789651015,-0.072808163,NBA,2016000.0,0.03435641370848174
16278,Nate Robinson,robinna01,2015,RS,LAC,256,126,-4.912016676,-1.070897933,-5.982914608,-0.207515254,-0.207515254,0.0,-3.169916603,-1.317803134,-4.487719737,-0.144564251,NBA,154918.0,0.002456481408071038
16279,Rumeal Robinson,robinru01,1991,PO,ATL,25,13,-20.66241054,-2.863343187,-23.52575373,-0.144527965,0.0,-0.144527965,-18.82323968,-5.147159063,-23.97039874,1.602811949,NBA,800000.0,0.06739112121977929
16280,Rumeal Robinson,robinru01,1991,RS,ATL,1400,674,-2.875912842,-1.539692759,-4.415605601,-0.575108343,-0.575108343,0.0,-2.730777311,-1.997119119,-4.72789643,0.406445888,NBA,800000.0,0.06739112121977929
16281,Rumeal Robinson,robinru01,1992,RS,ATL,4575,2220,-0.138209481,-0.799743773,-0.937953254,2.056750096,2.056750096,0.0,-0.004158106,-0.684714447,-0.688872553,0.207180408,NBA,1025000.0,0.082
16282,Rumeal Robinson,robinru01,1993,PO,BKN,263,136,-1.556713717,-1.279081551,-2.835795268,-0.006199756,0.0,-0.006199756,-1.362515615,-0.86534828,-2.227863895,0.897167731,NBA,1225000.0,0.0875
16283,Rumeal Robinson,robinru01,1993,RS,BKN,3206,1585,-1.088089229,0.70269344,-0.385395789,1.922817569,1.922817569,0.0,-0.806042823,0.723245979,-0.082796844,0.544958811,NBA,1225000.0,0.0875
16284,Rumeal Robinson,robinru01,1994,RS,CHA,195,95,-9.183864613,-4.56760581,-13.75147042,-0.544413689,-0.544413689,0.0,-8.305369808,-5.166118231,-13.47148804,2.018420752,NBA,1240000.0,0.08171334431630972
16289,Rumeal Robinson,robinru01,1997,RS,LAL,242,126,-4.241088698,-1.70916551,-5.950254208,-0.21060731,-0.21060731,0.0,-3.6472494,-2.466965073,-6.114214472,2.163841189,NBA,247500.0,0.010158847432582194
16292,Thomas Robinson,robinth01,2013,RS,HOU,500,247,-4.930392911,0.933326052,-3.99706686,-0.158390197,-0.158390197,0.0,-4.188926356,0.574034637,-3.614891719,0.731991121,NBA,3374640.0,0.05813934256770726
16294,Thomas Robinson,robinth01,2014,PO,POR,253,122,-2.785794743,1.809920994,-0.975873749,0.115348176,0.0,0.115348176,-2.697427608,1.088579384,-1.608848224,1.186147125,NBA,3526440.0,0.06009713866971148
16295,Thomas Robinson,robinth01,2014,RS,POR,1763,873,-2.203195479,-0.929976572,-3.133172051,-0.171034007,-0.171034007,0.0,-1.317113343,-0.943844157,-2.2609575,0.206486954,NBA,3526440.0,0.06009713866971148
16296,Thomas Robinson,robinth01,2015,RS,PHI,847,407,1.370112509,0.845810528,2.215923037,1.037171034,1.037171034,0.0,0.560661961,0.568903892,1.129565853,0.557054498,NBA,3678360.0,0.05832648854356616
16298,Thomas Robinson,robinth01,2016,RS,BKN,1879,917,-2.884899217,-1.731659397,-4.616558614,-0.877852664,-0.877852664,0.0,-2.525134579,-2.193348457,-4.718483037,0.512098773,NBA,981300.0,0.014018571428571429
16299,Thomas Robinson,robinth01,2017,RS,LAL,1160,560,-1.309857882,-0.11224828,-1.422106162,0.381872871,0.381872871,0.0,-0.770014949,-0.946986694,-1.717001642,0.640588623,NBA,1050961.0,0.011163453469721593
16300,Isaiah Roby,robyis01,2021,RS,OKC,3055,1425,-3.85557832128163,-1.155890828744731,-5.011469150026361,-1.649311869277815,-1.649311869277815,0.0,-4.920093988064624,-1.092933268684615,-6.013027256749239,0.3159576616161147,NBA,1517981.0,0.013908566978193147
16303,Dennis Rodman,rodmade01,1988,PO,DET,910,474,-0.799729016,1.857858204,1.058129188,0.962442669,0.0,0.962442669,-1.006100967,1.922385055,0.916284088,1.265236965,NBA,160000.0,0.025957170668397145
16304,Dennis Rodman,rodmade01,1988,RS,DET,4447,2147,2.038906611,1.263168049,3.30207466,6.640641303,6.640641303,0.0,2.027179508,1.135891885,3.163071393,0.170320468,NBA,160000.0,0.025957170668397145
16305,Dennis Rodman,rodmade01,1989,PO,DET,766,409,0.518694515,2.374088649,2.892783164,1.215873085,0.0,1.215873085,0.192397916,2.083351389,2.275749305,0.114974934,NBA,550000.0,0.07605088495575221
16306,Dennis Rodman,rodmade01,1989,RS,DET,4443,2208,2.355734069,1.826268303,4.182002372,7.805391893,7.805391893,0.0,2.05189212,1.779071722,3.830963843,-0.047741694,NBA,550000.0,0.07605088495575221
16309,Dennis Rodman,rodmade01,1991,PO,DET,942,495,0.635079688,2.068428179,2.703507867,1.416442188,0.0,1.416442188,0.37734398,2.139918834,2.517262814,-0.268067407,NBA,880000.0,0.07413023334175722
16310,Dennis Rodman,rodmade01,1991,RS,DET,5320,2747,0.95380003,2.147292468,3.101092498,8.173711613,8.173711613,0.0,0.701270628,2.30831835,3.009588978,-0.322835474,NBA,880000.0,0.07413023334175722
16311,Dennis Rodman,rodmade01,1992,PO,DET,282,156,1.359887165,2.094391305,3.45427847,0.509681517,0.0,0.509681517,0.83971347,2.207042506,3.046755976,0.071056615,NBA,1075000.0,0.086
16312,Dennis Rodman,rodmade01,1992,RS,DET,6372,3301,2.398128402,2.263166966,4.661295368,12.3800812,12.3800812,0.0,2.297739613,2.442070158,4.73980977,-0.797947212,NBA,1075000.0,0.086
16313,Dennis Rodman,rodmade01,1993,RS,DET,4733,2410,-0.224473181,1.525484116,1.301010935,4.952193725,4.952193725,0.0,-0.132997975,1.749698288,1.616700313,-0.567367358,NBA,2350000.0,0.16785714285714284
16314,Dennis Rodman,rodmade01,1994,PO,SAS,210,114,2.470899367,3.559665016,6.030564383,0.527925446,0.0,0.527925446,2.842431707,4.583027048,7.425458754,0.205659652,NBA,2450000.0,0.1614497528830313
16315,Dennis Rodman,rodmade01,1994,RS,SAS,5675,2989,0.957902667,1.077176694,2.035079361,7.230521888,7.230521888,0.0,0.928991601,1.398588212,2.327579813,-0.879223387,NBA,2450000.0,0.1614497528830313
16316,Dennis Rodman,rodmade01,1995,PO,SAS,868,459,1.120949237,2.054712352,3.175661589,1.425753801,0.0,1.425753801,1.000338278,2.303125237,3.303463515,-0.342833876,NBA,2500000.0,0.1566023552994237
16317,Dennis Rodman,rodmade01,1995,RS,SAS,3126,1568,1.02238512,1.222955746,2.245340866,3.960559413,3.960559413,0.0,0.835387249,1.1963209,2.031708149,-0.839697959,NBA,2500000.0,0.1566023552994237
16318,Dennis Rodman,rodmade01,1996,PO,CHI,1134,620,0.790888979,1.364601626,2.155490605,1.592829004,0.0,1.592829004,0.761117865,1.516037015,2.277154879,-0.416568728,NBA,2500000.0,0.10869565217391304
16319,Dennis Rodman,rodmade01,1996,RS,CHI,4008,2088,0.113818065,0.964387973,1.078206039,4.042493951,4.042493951,0.0,0.229252344,0.914310732,1.143563077,-0.813216418,NBA,2500000.0,0.10869565217391304
16320,Dennis Rodman,rodmade01,1997,PO,CHI,964,535,-1.483346265,0.529445965,-0.953900299,0.506686592,0.0,0.506686592,-1.581087801,0.879330737,-0.701757065,0.183934156,NBA,9000000.0,0.3694126339120798
